sample,reference,np_source,np_type,np_core,diameter_mean,diameter_max,diameter_min,length_mean,length_max,length_min,molecular_weight,density,dispersity_original,hydrodynamic_size,dispersity_water,surface_area,aggregate_size_mean,aggregate_size_max,aggregate_size_min,zeta_potential,image,shape,purity,coating,coating_material,crystalline,centrifuge,stir,stirring,stirring_rate,sonication,sonication2,sonication_freq.,filter,solubilization_media,maximal_dose,minimal_dose,dissolved_cation,ph,exposure_time,exposure_day,water,materials_in_water,concentration_of_materials,number_of_daphina,daphnia_age_hour,test_solution,container_size,repeating_number,rpm,food ,menu,food_concentration,test_solution_renewer,temperature,radiation,ec50,ec_ul,ec_ll,immobilisation_rate,immobilisation_concentration,lc50,lc_ul,lc_ll,mortality,mortality_concentration,others_feature
64,7,BASF SE,MeOx,ZnO,200.0,200.0,,,,,,,,1300.0,,18.0,1300.0,5700.0,110.0,,1.0,,97.5,1.0,triethoxycaprylylsilane,,,,,,1.0,5.0,,,,100.0,0.01,,8.05,48,2.0,Artificial Elendt M4 medium,,,10,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,0.2,,,,,,독성 데이터 수정
65,7,BASF SE,MeOx,ZnO,200.0,200.0,,,,,,,,1300.0,,18.0,1300.0,5700.0,110.0,,1.0,,97.5,1.0,triethoxycaprylylsilane,,,,,,1.0,5.0,,,,100.0,0.01,,8.05,48,2.0,SW,TOC,1.3,10,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,2.7,,,,,,"Commercial 추가, 단위 환산 error, purity 수정"
66,7,BASF SE,MeOx,ZnO,200.0,200.0,,,,,,,,1300.0,,18.0,1300.0,5700.0,110.0,,1.0,,97.5,1.0,triethoxycaprylylsilane,,,,,,1.0,5.0,,,,100.0,0.01,,8.05,48,2.0,PW,TOC,5.65,10,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,13.4,,,50.0,13.4,,,,,,"Commercial 추가, 단위 환산 error, purity 수정"
67,7,BASF SE,MeOx,ZnO,200.0,200.0,,,,,,,,1300.0,,18.0,1300.0,5700.0,110.0,,1.0,,97.5,1.0,triethoxycaprylylsilane,,,,,,1.0,5.0,,,,100.0,0.01,,8.05,48,2.0,PW,TOC,5.65,10,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,9.3,,,,,,독성 데이터 수정
68,7,BASF SE,MeOx,ZnO,200.0,200.0,,,,,,,,1700.0,,18.0,1700.0,6400.0,130.0,,1.0,,97.5,1.0,dimethoxydiphenylsilane/triethoxycaprylylsilane crosspolymer,,,1.0,20.0,,1.0,5.0,,,,100.0,0.01,,8.05,48,2.0,Artificial Elendt M4 medium,,,10,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,1.0,,,50.0,1.0,,,,,,"Commercial 추가, 단위 환산 error, purity 수정"
69,7,BASF SE,MeOx,ZnO,200.0,200.0,,,,,,,,1700.0,,18.0,1700.0,6400.0,130.0,,1.0,,97.5,1.0,dimethoxydiphenylsilane/triethoxycaprylylsilane crosspolymer,,,1.0,20.0,,1.0,5.0,,,,100.0,0.01,,8.05,48,2.0,Artificial Elendt M4 medium,,,10,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,0.7,,,,,,독성 데이터 수정
70,7,BASF SE,MeOx,ZnO,1000.0,1000.0,,,,,,,,5000.25,,5.6,5000.25,10000.0,0.5,,0.0,,99.9,0.0,,,,1.0,20.0,,1.0,5.0,,,,100.0,0.01,,8.05,48,2.0,Artificial Elendt M4 medium,,,10,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,1.0,,,50.0,1.0,,,,,,독성 데이터 수정
71,7,BASF SE,MeOx,ZnO,1000.0,1000.0,,,,,,,,5000.25,,5.6,5000.25,10000.0,0.5,,0.0,,99.9,0.0,,,,1.0,20.0,,1.0,5.0,,,,100.0,0.01,,8.05,48,2.0,Artificial Elendt M4 medium,,,10,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,0.6,,,,,,독성 데이터 수정
72,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,0.1,,1428.0,,,,,,-24.8,0.0,,,0.0,,,,1.0,24.0,150.0,0.0,0.0,,,,32.0,1.0,5.0,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,3.8441,3.8602,3.828,50.0,3.8441,,,,,,"water condition, 독성 unit 수정"
73,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,0.1,,865.4,,,,,,-25.7,0.0,,,0.0,,,,0.0,,,1.0,60.0,40.0,,,32.0,1.0,2.8,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,1.1539,1.1539,1.1539,50.0,1.1539,,,,,,"water condition, 독성 unit 수정"
74,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,0.1,,616.6,,,,,,-26.6,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,,,32.0,1.0,2.1,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.5315,0.5315,0.5315,50.0,0.5315,,,,,,"water condition, 독성 unit 수정"
75,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,0.1,,173.9,,,,,,-31.8,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.45,,32.0,1.0,2.7,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.0124,0.0124,0.0124,50.0,0.0124,,,,,,"water condition, 독성 unit 수정"
76,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,0.1,,168.9,,,,,,-34.6,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.1,,32.0,1.0,3.3,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.0118,0.0118,0.0118,50.0,0.0118,,,,,,"water condition, 독성 unit 수정"
77,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,0.1,,147.7,,,,,,-33,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.05,,32.0,1.0,3.9,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.0143,0.0143,0.0143,50.0,0.0143,,,,,,"water condition, 독성 unit 수정"
78,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,1.0,,616.6,,,,,,-26.6,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,,,32.0,1.0,2.9,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,1.9911,1.9917,1.9905,50.0,1.9911,,,,,,"water condition, 독성 unit 수정"
79,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,1.0,,168.9,,,,,,-34.6,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.1,,32.0,1.0,3.1,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.0096,0.0096,0.0096,50.0,0.0096,,,,,,"water condition, 독성 unit 수정"
80,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,0.5,,616.6,,,,,,-26.6,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,,,32.0,1.0,3.0,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,1.4078,1.4184,1.3972,50.0,1.4078,,,,,,"water condition, 독성 unit 수정"
81,8,Signma Aldrich (USA),Me,Ag,100.0,100.0,,,,,,0.5,,168.9,,,,,,-34.6,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.1,,32.0,1.0,2.7,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.009,0.009,0.009,50.0,0.009,,,,,,"water condition, 독성 unit 수정"
82,8,Signma Aldrich (USA),Me,Ag,150.0,150.0,,,,,,0.1,,3411.0,,,,,,-25.7,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,,,32.0,1.0,2.7,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,1.4046,1.4046,1.4046,50.0,1.4046,,,,,,"water condition, 독성 unit 수정"
83,8,Signma Aldrich (USA),Me,Ag,150.0,150.0,,,,,,0.1,,786.0,,,,,,-28.3,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.1,,32.0,1.0,3.0,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.0042,0.0042,0.0042,50.0,0.0042,,,,,,"water condition, 독성 unit 수정"
84,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,0.5,,935.5,,,,,,-17.6,0.0,,,0.0,,,,1.0,24.0,150.0,0.0,0.0,,,,800.0,50.0,39.2,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,2.5578,2.9992,2.1164,50.0,2.5578,,,,,,"water condition, 독성 unit 수정"
85,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,0.5,,622.1,,,,,,-23.3,0.0,,,0.0,,,,0.0,,,1.0,60.0,40.0,,,800.0,50.0,29.8,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,2.7928,3.0688,2.5168,50.0,2.7928,,,,,,"water condition, 독성 unit 수정"
86,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,0.5,,557.3,,,,,,-21.9,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,,,800.0,50.0,34.5,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,2.0902,2.3174,1.863,50.0,2.0902,,,,,,"water condition, 독성 unit 수정"
87,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,0.5,,263.7,,,,,,-21.5,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.45,,800.0,50.0,32.2,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.0972,0.1168,0.0776,50.0,0.0972,,,,,,"water condition, 독성 unit 수정"
88,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,0.5,,237.0,,,,,,-22.9,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.1,,800.0,50.0,52.6,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.1152,0.136,0.0944,50.0,0.1152,,,,,,"water condition, 독성 unit 수정"
89,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,0.5,,199.7,,,,,,-23.6,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.05,,800.0,50.0,63.3,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.0894,0.0963,0.0825,50.0,0.0894,,,,,,"water condition, 독성 unit 수정"
90,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,1.0,,557.3,,,,,,-21.9,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,,,800.0,50.0,26.6,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,3.2079,3.497,2.9188,50.0,3.2079,,,,,,"water condition, 독성 unit 수정"
91,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,1.0,,237.0,,,,,,-22.9,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.1,,800.0,50.0,37.7,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.3197,0.3275,0.3119,50.0,0.3197,,,,,,"water condition, 독성 unit 수정"
92,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,0.1,,557.3,,,,,,-21.9,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,,,800.0,50.0,32.5,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,1.8835,2.0329,1.7341,50.0,1.8835,,,,,,"water condition, 독성 unit 수정"
93,8,Signma Aldrich (USA),MeOx,CuO,50.0,50.0,,,,,,0.1,,237.0,,,,,,-22.9,0.0,,,0.0,,,,0.0,,,1.0,120.0,40.0,0.1,,800.0,50.0,31.4,,24,1.0,standard synthetic freshwater,,,5,24.0,50.0,,4.0,0.0,0.0,,,,20.0,,0.0545,0.061,0.048,50.0,0.0545,,,,,,"water condition, 독성 unit 수정"
94,9,"PlasmaChem GmbH (Berlin, Germany)",Me,Ag,20.0,,,,,,,,,198.9,,2.2419,,,,-14.2,1.0,Sphere,,0.0,,,,,,,1.0,3.0,,,,10.0,0.0001,50.76923077,7.0,48,2.0,volvic water,TDS,109.0,5,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,0.12,0.16,0.09,50.0,0.12,,,,,,"Commercial 추가, 단위 환산 error"
95,9,"PlasmaChem GmbH (Berlin, Germany)",Me,Ag,200.0,,,,,,,,,259.1,,2.9345,,,,-19.8,1.0,Sphere,,0.0,,,,,,,1.0,3.0,,,,3.0,0.01,19.03846154,7.0,48,2.0,volvic water,TDS,109.0,5,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,0.65,2.5,0.17,50.0,0.65,,,,,,"Commercial 추가, 단위 환산 error, EC50 LL 수정"
96,9,in house,Me,Ag,23.0,,,,,,,,,577.6,,8.1757,,,,-12.3,1.0,Sphere,,1.0,Ocimum sanctum extracts,,,,,,1.0,3.0,,,,0.01,1.5e-06,8.076923077,7.0,48,2.0,volvic water,TDS,109.0,5,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,0.0012,0.0014,0.00098,50.0,0.0012,,,,,,"Commercial 추가, 단위 환산 error"
97,9,in house,Me,Ag,27.0,,,,,,,,,75.9,,2.2232,,,,-20.05,1.0,Sphere,,1.0,Azadirachta indica extracts,,,,,,1.0,3.0,,,,0.35,0.0015,2.307692308,7.0,48,2.0,volvic water,TDS,109.0,5,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,0.02,0.027,0.019,50.0,0.02,,,,,,"Commercial 추가, 단위 환산 error"
98,9,"PlasmaChem GmbH (Berlin, Germany)",Me,Ag,20.0,,,,,,,,,198.9,,2.2419,,,,-14.2,1.0,Sphere,,0.0,,,,,,,1.0,3.0,,,,10.0,0.0001,50.76923077,7.0,48,2.0,volvic water,TDS,109.0,5,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,0.035,,,,,,
99,9,"PlasmaChem GmbH (Berlin, Germany)",Me,Ag,200.0,,,,,,,,,259.1,,2.9345,,,,-19.8,1.0,Sphere,,0.0,,,,,,,1.0,3.0,,,,3.0,0.01,19.03846154,7.0,48,2.0,volvic water,TDS,109.0,5,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,0.57,,,,,,
100,9,in house,Me,Ag,23.0,,,,,,,,,577.6,,8.1757,,,,-12.3,1.0,Sphere,,1.0,Ocimum sanctum extracts,,,,,,1.0,3.0,,,,0.01,1.5e-06,8.076923077,7.0,48,2.0,volvic water,TDS,109.0,5,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,0.0004,,,,,,
101,9,in house,Me,Ag,27.0,,,,,,,,,75.9,,2.2232,,,,-20.05,1.0,Sphere,,1.0,Azadirachta indica extracts,,,,,,1.0,3.0,,,,0.35,0.0015,2.307692308,7.0,48,2.0,volvic water,TDS,109.0,5,24.0,10.0,,4.0,0.0,0.0,,,,20.0,,,,,10.0,0.009,,,,,,
102,10,in house,MeOx,TiO2,6.0,6.3,5.7,,,,,,,,,76.3,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,5.0,155.3846154,"NP 정보 추가, mort conc 추가"
103,10,in house,MeOx,TiO2,6.0,6.3,5.7,,,,,,,,,76.3,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,10.0,246.1538462,"NP 정보 추가, mort conc 추가"
104,10,in house,MeOx,TiO2,6.0,6.3,5.7,,,,,,,,,76.3,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,15.0,326.1538462,"NP 정보 추가, mort conc 추가"
105,10,in house,MeOx,TiO2,15.0,15.6,14.4,,,,,,,,,103.5,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,5.0,15.38461538,"NP 정보 추가, mort conc 추가"
106,10,in house,MeOx,TiO2,15.0,15.6,14.4,,,,,,,,,103.5,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,10.0,84.61538462,"NP 정보 추가, mort conc 추가"
107,10,in house,MeOx,TiO2,15.0,15.6,14.4,,,,,,,,,103.5,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,15.0,232.3076923,"NP 정보 추가, mort conc 추가"
108,10,in house,MeOx,TiO2,40.0,40.8,39.2,,,,,,,,,68.1,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,5.0,53.84615385,"NP 정보 추가, mort conc 추가"
109,10,in house,MeOx,TiO2,40.0,40.8,39.2,,,,,,,,,68.1,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,10.0,238.4615385,"NP 정보 추가, mort conc 추가"
110,10,in house,MeOx,TiO2,40.0,40.8,39.2,,,,,,,,,68.1,,,,,1.0,,,0.0,,anatase,,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,15.0,633.8461538,"NP 정보 추가, mort conc 추가"
111,10,commercial,MeOx,TiO2,25.0,25.4,24.6,,,,,,,,,42.3,,,,,1.0,,,0.0,,"anatase(75%),rutile(25%)",,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,5.0,5.9,"NP 정보 추가, mort conc 추가"
112,10,commercial,MeOx,TiO2,25.0,25.4,24.6,,,,,,,,,42.3,,,,,1.0,,,0.0,,"anatase(75%),rutile(25%)",,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,10.0,28.4,"NP 정보 추가, mort conc 추가"
113,10,commercial,MeOx,TiO2,25.0,25.4,24.6,,,,,,,,,42.3,,,,,1.0,,,0.0,,"anatase(75%),rutile(25%)",,,,,,,,,,200.0,,,7.8,48,2.0,standard synthetic freshwater (hard),,,5,24.0,,,4.0,0.0,0.0,,,,25.0,,,,,,,,,,15.0,81.3,"NP 정보 추가, mort conc 추가"
114,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,24,1.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,0.5,,,,,,"Commercial 추가, 단위 환산 error"
115,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,24,1.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,1.0,,,,,,"Commercial 추가, 단위 환산 error"
116,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,24,1.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,2.0,,,,,,"Commercial 추가, 단위 환산 error"
117,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,24,1.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,4.0,,,,,,"Commercial 추가, 단위 환산 error"
118,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,24,1.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,8.0,,,,,,"Commercial 추가, 단위 환산 error"
119,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,48,2.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,0.5,,,,,,"Commercial 추가, 단위 환산 error"
120,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,48,2.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,1.0,,,,,,"Commercial 추가, 단위 환산 error"
121,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,48,2.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,2.0,,,,,,"Commercial 추가, 단위 환산 error"
122,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,48,2.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,4.0,,,,,,"Commercial 추가, 단위 환산 error"
123,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,48,2.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,0.0,8.0,,,,,,"Commercial 추가, 단위 환산 error"
124,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,72,3.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,12.5,0.5,,,,,,"Commercial 추가, 단위 환산 error"
125,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,72,3.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,40.0,1.0,,,,,,"Commercial 추가, 단위 환산 error"
126,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,72,3.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,27.5,2.0,,,,,,"Commercial 추가, 단위 환산 error"
127,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,72,3.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,52.5,4.0,,,,,,"Commercial 추가, 단위 환산 error"
128,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,72,3.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,70.0,8.0,,,,,,"Commercial 추가, 단위 환산 error"
129,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,8.0,0.5,,,72,3.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,3.8,,,50.0,3.8,,,,,,"Commercial 추가, 단위 환산 error"
130,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,96,4.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,30.0,0.5,,,,,,"Commercial 추가, 단위 환산 error"
131,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,96,4.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,73.75,1.0,,,,,,"Commercial 추가, 단위 환산 error"
132,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,96,4.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,100.0,2.0,,,,,,"Commercial 추가, 단위 환산 error"
133,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,96,4.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,100.0,4.0,,,,,,"Commercial 추가, 단위 환산 error"
134,11,"A-100, Crenox GmbH, Krefeld, Germany)",MeOx,TiO2,6.0,,,,,,,,,,0.126,230.0,94.0,162.0,59.0,,0.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,96,4.0,Artificial Elendt M4 medium,,,5,24.0,50.0,150.0,6.0,0.0,0.0,,,,,,,,,100.0,8.0,,,,,,"Commercial 추가, 단위 환산 error"
